participant.code,session.code,group.id_in_subsession,player.hours_stated,equal,group,channel,Chat_subject,Chat_group_all,Chat_sel
q0kckvj2,zxktguam,5,40.0,True,zxktguam5,19-FHM-70,"Hallo! Wie viele Überstunden sollen wir angeben? Man könnte halt noch mehr Gewinn machen, wenn man nicht kontrolliert wird Dann ist halt das Risiko größer Hm, ok dann 20 Ist ok ;) Hast recht","Hallo! Wie viele Überstunden sollen wir angeben? Macht es nicht Sinn 20 Anzugeben?  Werden wir kontrolliert werden uns 10 Punkte abgezogen das heißt wir kommen bei +/- Null raus Die 40 Grundvergütung behalten wir ja.  Man könnte halt noch mehr Gewinn machen, wenn man nicht kontrolliert wird Dann ist halt das Risiko größer Ja, wenn... Hm, ok dann 20 Die Nummer ist halt sicherer. Ist ok ;) Hast recht Top!","Hallo! Wie viele Überstunden sollen wir angeben? Macht es nicht Sinn 20 Anzugeben?  Werden wir kontrolliert werden uns 10 Punkte abgezogen das heißt wir kommen bei +/- Null raus Die 40 Grundvergütung behalten wir ja.  Man könnte halt noch mehr Gewinn machen, wenn man nicht kontrolliert wird Dann ist halt das Risiko größer Ja, wenn... Hm, ok dann 20 Die Nummer ist halt sicherer. Ist ok ;) Hast recht Top!"
c3j1v536,zxktguam,6,60.0,True,zxktguam6,19-FHM-71,"Hallo, sollen wir mehr Überstunden angeben? Woran hast du denn gedacht? 60? Risiko :D Okay, dann hoffen wir mal das es klappt.  Okay bis dann :D","Hallo, sollen wir mehr Überstunden angeben? Wie viele sollen wir in diesem Fall denn angeben? Woran hast du denn gedacht? 60? Risiko :D Können wir machen Okay, dann hoffen wir mal das es klappt.  Ja hoffentlich. Okay bis dann :D","Hallo, sollen wir mehr Überstunden angeben? Wie viele sollen wir in diesem Fall denn angeben? Woran hast du denn gedacht? 60? Risiko :D Können wir machen Okay, dann hoffen wir mal das es klappt.  Ja hoffentlich. Okay bis dann :D"
d1xaitkd,zxktguam,6,60.0,True,zxktguam6,19-FHM-71,Wie viele sollen wir in diesem Fall denn angeben? Können wir machen Ja hoffentlich.,"Hallo, sollen wir mehr Überstunden angeben? Wie viele sollen wir in diesem Fall denn angeben? Woran hast du denn gedacht? 60? Risiko :D Können wir machen Okay, dann hoffen wir mal das es klappt.  Ja hoffentlich. Okay bis dann :D","Hallo, sollen wir mehr Überstunden angeben? Wie viele sollen wir in diesem Fall denn angeben? Woran hast du denn gedacht? 60? Risiko :D Können wir machen Okay, dann hoffen wir mal das es klappt.  Ja hoffentlich. Okay bis dann :D"
tv4lbwgo,zxktguam,7,10.0,True,zxktguam7,19-FHM-72,ich gebe 10 überstunden an okay,"ich gebe 10 überstunden an Gut, dann mache ich das wohl auch okay","ich gebe 10 überstunden an Gut, dann mache ich das wohl auch okay"
hhknwzcz,zxktguam,7,10.0,True,zxktguam7,19-FHM-72,"Gut, dann mache ich das wohl auch","ich gebe 10 überstunden an Gut, dann mache ich das wohl auch okay","ich gebe 10 überstunden an Gut, dann mache ich das wohl auch okay"
uzqouyz1,zxktguam,8,20.0,True,zxktguam8,19-FHM-73,"hallo wieviele überstunden nehmen wir  60 oder wir können ja nichts ins minus  und für den einen euro lohnt sichs nicht  nein jeder kann 60 machen oder  ich bin mir relativ sicher, dass man alleine 60 überstunden machen kann  ja denke schon also chat beenden?","hallo Hey wieviele überstunden nehmen wir  es stand ja 10 Was würdest du nehmen? 60 oder wir können ja nichts ins minus  und für den einen euro lohnt sichs nicht  Also jeder gibt 30 an nein jeder kann 60 machen oder  Nein, es sind nur 60 Überstunden möglich, wenn man aufteilt und jeder gleich viele hat, müssen es ja 30 sein ich bin mir relativ sicher, dass man alleine 60 überstunden machen kann  Oder meinen die mit ""es sind nur 60 Überstunden erlaubt"" pr Person? ja denke schon Ja ok, dann nehmen wir 60 also chat beenden? Ja","hallo Hey wieviele überstunden nehmen wir  es stand ja 10 Was würdest du nehmen? 60 oder wir können ja nichts ins minus  und für den einen euro lohnt sichs nicht  Also jeder gibt 30 an nein jeder kann 60 machen oder  Nein, es sind nur 60 Überstunden möglich, wenn man aufteilt und jeder gleich viele hat, müssen es ja 30 sein ich bin mir relativ sicher, dass man alleine 60 überstunden machen kann  Oder meinen die mit ""es sind nur 60 Überstunden erlaubt"" pr Person? ja denke schon Ja ok, dann nehmen wir 60 also chat beenden? Ja"
tljr5ryy,zxktguam,8,60.0,True,zxktguam8,19-FHM-73,"Hey es stand ja 10 Was würdest du nehmen? Also jeder gibt 30 an Nein, es sind nur 60 Überstunden möglich, wenn man aufteilt und jeder gleich viele hat, müssen es ja 30 sein Oder meinen die mit ""es sind nur 60 Überstunden erlaubt"" pr Person? Ja ok, dann nehmen wir 60 Ja","hallo Hey wieviele überstunden nehmen wir  es stand ja 10 Was würdest du nehmen? 60 oder wir können ja nichts ins minus  und für den einen euro lohnt sichs nicht  Also jeder gibt 30 an nein jeder kann 60 machen oder  Nein, es sind nur 60 Überstunden möglich, wenn man aufteilt und jeder gleich viele hat, müssen es ja 30 sein ich bin mir relativ sicher, dass man alleine 60 überstunden machen kann  Oder meinen die mit ""es sind nur 60 Überstunden erlaubt"" pr Person? ja denke schon Ja ok, dann nehmen wir 60 also chat beenden? Ja","hallo Hey wieviele überstunden nehmen wir  es stand ja 10 Was würdest du nehmen? 60 oder wir können ja nichts ins minus  und für den einen euro lohnt sichs nicht  Also jeder gibt 30 an nein jeder kann 60 machen oder  Nein, es sind nur 60 Überstunden möglich, wenn man aufteilt und jeder gleich viele hat, müssen es ja 30 sein ich bin mir relativ sicher, dass man alleine 60 überstunden machen kann  Oder meinen die mit ""es sind nur 60 Überstunden erlaubt"" pr Person? ja denke schon Ja ok, dann nehmen wir 60 also chat beenden? Ja"
41idvhkd,zxktguam,9,10.0,True,zxktguam9,19-FHM-74,und ich sollte 10,"morgen ich würde vorschlagen 60 überstunden anzugeben und ich sollte 10 ja das sollte ich auch  mit 60 würden wir aber mehr verdienen wenn wir nicht kontrolliert werden dafür müssen wir es halt nur beide angeben Bist Du noch da? Vor dem Hintergrund, dass mein Gegenüber scheinbar nicht mehr da ist bzw. nicht reagiert, sehe ich mich wohl gezwungen, die korrekte Anzahl an Stunden anzugeben.","morgen ich würde vorschlagen 60 überstunden anzugeben und ich sollte 10 ja das sollte ich auch  mit 60 würden wir aber mehr verdienen wenn wir nicht kontrolliert werden dafür müssen wir es halt nur beide angeben Bist Du noch da? Vor dem Hintergrund, dass mein Gegenüber scheinbar nicht mehr da ist bzw. nicht reagiert, sehe ich mich wohl gezwungen, die korrekte Anzahl an Stunden anzugeben."
l56kkjs1,zxktguam,9,10.0,True,zxktguam9,19-FHM-74,"morgen ich würde vorschlagen 60 überstunden anzugeben ja das sollte ich auch  mit 60 würden wir aber mehr verdienen wenn wir nicht kontrolliert werden dafür müssen wir es halt nur beide angeben Bist Du noch da? Vor dem Hintergrund, dass mein Gegenüber scheinbar nicht mehr da ist bzw. nicht reagiert, sehe ich mich wohl gezwungen, die korrekte Anzahl an Stunden anzugeben.","morgen ich würde vorschlagen 60 überstunden anzugeben und ich sollte 10 ja das sollte ich auch  mit 60 würden wir aber mehr verdienen wenn wir nicht kontrolliert werden dafür müssen wir es halt nur beide angeben Bist Du noch da? Vor dem Hintergrund, dass mein Gegenüber scheinbar nicht mehr da ist bzw. nicht reagiert, sehe ich mich wohl gezwungen, die korrekte Anzahl an Stunden anzugeben.","morgen ich würde vorschlagen 60 überstunden anzugeben und ich sollte 10 ja das sollte ich auch  mit 60 würden wir aber mehr verdienen wenn wir nicht kontrolliert werden dafür müssen wir es halt nur beide angeben Bist Du noch da? Vor dem Hintergrund, dass mein Gegenüber scheinbar nicht mehr da ist bzw. nicht reagiert, sehe ich mich wohl gezwungen, die korrekte Anzahl an Stunden anzugeben."
3m5xqb2y,zxktguam,10,60.0,True,zxktguam10,19-FHM-75,schreiben wir 60 prima  lass uns auf chat beenden drücken),schreiben wir 60 ahahaha ok lass bin dafür prima  lass uns auf chat beenden drücken),schreiben wir 60 ahahaha ok lass bin dafür prima  lass uns auf chat beenden drücken)
03qugj9k,zxktguam,10,60.0,True,zxktguam10,19-FHM-75,ahahaha ok lass bin dafür,schreiben wir 60 ahahaha ok lass bin dafür prima  lass uns auf chat beenden drücken),schreiben wir 60 ahahaha ok lass bin dafür prima  lass uns auf chat beenden drücken)
v64rnjks,zxktguam,11,10.0,True,zxktguam11,19-FHM-76,Würde ich auch vorschlagen! Genau. Einverstanden. Dann verlassen wir jetzt den Chat? Ich verlasse jetzt den Chat.,sind wir ehrlich und nehmen die 8 Euro? Würde ich auch vorschlagen! okay also 10 überstunden angeben? Genau. Einverstanden. perfekt Dann verlassen wir jetzt den Chat? Ich verlasse jetzt den Chat.,sind wir ehrlich und nehmen die 8 Euro? Würde ich auch vorschlagen! okay also 10 überstunden angeben? Genau. Einverstanden. perfekt Dann verlassen wir jetzt den Chat? Ich verlasse jetzt den Chat.
4y1csbhe,zxktguam,11,10.0,True,zxktguam11,19-FHM-76,sind wir ehrlich und nehmen die 8 Euro? okay also 10 überstunden angeben? perfekt,sind wir ehrlich und nehmen die 8 Euro? Würde ich auch vorschlagen! okay also 10 überstunden angeben? Genau. Einverstanden. perfekt Dann verlassen wir jetzt den Chat? Ich verlasse jetzt den Chat.,sind wir ehrlich und nehmen die 8 Euro? Würde ich auch vorschlagen! okay also 10 überstunden angeben? Genau. Einverstanden. perfekt Dann verlassen wir jetzt den Chat? Ich verlasse jetzt den Chat.
fmp6bz2z,zxktguam,12,20.0,True,zxktguam12,19-FHM-77,"was willst du angeben? die 10 oder mehr? ja, mir egal dann 20 ? Haha okay dann sind wir uns ja einig :D okay, dann chat beenden? Top","was willst du angeben? die 10 oder mehr? Wir können mehr angeben wenn du willst ja, mir egal 20? dann 20 ? Haha okay dann sind wir uns ja einig :D wunderbar :D okay, dann chat beenden? ja Top","was willst du angeben? die 10 oder mehr? Wir können mehr angeben wenn du willst ja, mir egal 20? dann 20 ? Haha okay dann sind wir uns ja einig :D wunderbar :D okay, dann chat beenden? ja Top"
5bwjw9k1,zxktguam,12,20.0,True,zxktguam12,19-FHM-77,Wir können mehr angeben wenn du willst 20? wunderbar :D ja,"was willst du angeben? die 10 oder mehr? Wir können mehr angeben wenn du willst ja, mir egal 20? dann 20 ? Haha okay dann sind wir uns ja einig :D wunderbar :D okay, dann chat beenden? ja Top","was willst du angeben? die 10 oder mehr? Wir können mehr angeben wenn du willst ja, mir egal 20? dann 20 ? Haha okay dann sind wir uns ja einig :D wunderbar :D okay, dann chat beenden? ja Top"
jmxnuzbt,zxktguam,13,40.0,True,zxktguam13,19-FHM-78,wie viele Punkte haste bekommen? ja hab ich auch  wollen wir 60 überstunden angeben? oder willst du nicht riskieren ? ich dachte an 100 :P aber vll ist der verlust zu hoch wenn wir überprüft werden 40+60  oki mhh 40+40?  oki super bin dann mal weg,"wie viele Punkte haste bekommen? Mit 10 Überstunden müssten es insgesamt 50 sein Du? ja hab ich auch  wollen wir 60 überstunden angeben? oder willst du nicht riskieren ? Ach, warum eigentlich nicht :-D Dann 60? Also 40 Normal plus 20 Überstunden? ich dachte an 100 :P aber vll ist der verlust zu hoch wenn wir überprüft werden 40+60  Ich glaube, das ist zu auffällig :D  oki mhh 40+40?  Vielleicht ist 70 oder 80 besser? Oder was dazwischen, 75? :-D Ja genau, 40+40 finde ich gut oki super bin dann mal weg Gut, dann bin ich auch weg","wie viele Punkte haste bekommen? Mit 10 Überstunden müssten es insgesamt 50 sein Du? ja hab ich auch  wollen wir 60 überstunden angeben? oder willst du nicht riskieren ? Ach, warum eigentlich nicht :-D Dann 60? Also 40 Normal plus 20 Überstunden? ich dachte an 100 :P aber vll ist der verlust zu hoch wenn wir überprüft werden 40+60  Ich glaube, das ist zu auffällig :D  oki mhh 40+40?  Vielleicht ist 70 oder 80 besser? Oder was dazwischen, 75? :-D Ja genau, 40+40 finde ich gut oki super bin dann mal weg Gut, dann bin ich auch weg"
1bjtnqp1,zxktguam,13,60.0,True,zxktguam13,19-FHM-78,"Mit 10 Überstunden müssten es insgesamt 50 sein Du? Ach, warum eigentlich nicht :-D Dann 60? Also 40 Normal plus 20 Überstunden? Ich glaube, das ist zu auffällig :D  Vielleicht ist 70 oder 80 besser? Oder was dazwischen, 75? :-D Ja genau, 40+40 finde ich gut Gut, dann bin ich auch weg","wie viele Punkte haste bekommen? Mit 10 Überstunden müssten es insgesamt 50 sein Du? ja hab ich auch  wollen wir 60 überstunden angeben? oder willst du nicht riskieren ? Ach, warum eigentlich nicht :-D Dann 60? Also 40 Normal plus 20 Überstunden? ich dachte an 100 :P aber vll ist der verlust zu hoch wenn wir überprüft werden 40+60  Ich glaube, das ist zu auffällig :D  oki mhh 40+40?  Vielleicht ist 70 oder 80 besser? Oder was dazwischen, 75? :-D Ja genau, 40+40 finde ich gut oki super bin dann mal weg Gut, dann bin ich auch weg","wie viele Punkte haste bekommen? Mit 10 Überstunden müssten es insgesamt 50 sein Du? ja hab ich auch  wollen wir 60 überstunden angeben? oder willst du nicht riskieren ? Ach, warum eigentlich nicht :-D Dann 60? Also 40 Normal plus 20 Überstunden? ich dachte an 100 :P aber vll ist der verlust zu hoch wenn wir überprüft werden 40+60  Ich glaube, das ist zu auffällig :D  oki mhh 40+40?  Vielleicht ist 70 oder 80 besser? Oder was dazwischen, 75? :-D Ja genau, 40+40 finde ich gut oki super bin dann mal weg Gut, dann bin ich auch weg"
q2drgewh,zxktguam,14,40.0,True,zxktguam14,19-FHM-79,"Hallo, was sollen wir bei den Überstuden angeben?  Die echte Zahl, oder sollen wir das Risiko eingehen und einfach eine höhere Zahl angeben? Ja das denke ich auch Wir haben eh nichts zu verlieren Also wenn wir überprüft werden, ich unsere Grundvergütung sowieso weg, also können wir wahrscheinlich soviele Überstunden angeben, wie wir wollen War da angegeben, ob die 6 Paare zufällig überprüft werden? Ja, dann hätten wir noch 30 Lab Punkte Was meinst du, was passiert, wenn wir tausend Überstunden angeben? Hhh keine Ahnung, habe ich schon wieder vergessen Also geben wir 30 an? Gut sagen wir 40 Super ;-) Same","Hallo, was sollen wir bei den Überstuden angeben?  Die echte Zahl, oder sollen wir das Risiko eingehen und einfach eine höhere Zahl angeben? ich würde auf Risiko gehen Ja das denke ich auch Wir haben eh nichts zu verlieren was hältst du von 30 überstunden wir würden ja normal 40 Einheiten lohn bekommen + 10 Übersät wenn wir die Wahrheit sagen Also wenn wir überprüft werden, ich unsere Grundvergütung sowieso weg, also können wir wahrscheinlich soviele Überstunden angeben, wie wir wollen naja aber die Vergütung ist nur in dem umfang weg wie wir lügen War da angegeben, ob die 6 Paare zufällig überprüft werden? also in dem fall 20 dann wäre noch 30 Restlohn dan Ja, dann hätten wir noch 30 Lab Punkte also 3/4 eines Lohnes damit kann man gut leben wenn wir 60 überstunden angeben hätten wir nichts mehr Was meinst du, was passiert, wenn wir tausend Überstunden angeben? hahahaha es werden nur 60 ausgezahlt?! oder ? Hhh keine Ahnung, habe ich schon wieder vergessen Also geben wir 30 an? oder 40 wenn es deiner Risikoneigung entgegen kommt Gut sagen wir 40 alles klar ;) dann good luck Super ;-) Same","Hallo, was sollen wir bei den Überstuden angeben?  Die echte Zahl, oder sollen wir das Risiko eingehen und einfach eine höhere Zahl angeben? ich würde auf Risiko gehen Ja das denke ich auch Wir haben eh nichts zu verlieren was hältst du von 30 überstunden wir würden ja normal 40 Einheiten lohn bekommen + 10 Übersät wenn wir die Wahrheit sagen Also wenn wir überprüft werden, ich unsere Grundvergütung sowieso weg, also können wir wahrscheinlich soviele Überstunden angeben, wie wir wollen naja aber die Vergütung ist nur in dem umfang weg wie wir lügen War da angegeben, ob die 6 Paare zufällig überprüft werden? also in dem fall 20 dann wäre noch 30 Restlohn dan Ja, dann hätten wir noch 30 Lab Punkte also 3/4 eines Lohnes damit kann man gut leben wenn wir 60 überstunden angeben hätten wir nichts mehr Was meinst du, was passiert, wenn wir tausend Überstunden angeben? hahahaha es werden nur 60 ausgezahlt?! oder ? Hhh keine Ahnung, habe ich schon wieder vergessen Also geben wir 30 an? oder 40 wenn es deiner Risikoneigung entgegen kommt Gut sagen wir 40 alles klar ;) dann good luck Super ;-) Same"
rlzm5rgn,zxktguam,14,40.0,True,zxktguam14,19-FHM-79,ich würde auf Risiko gehen was hältst du von 30 überstunden wir würden ja normal 40 Einheiten lohn bekommen + 10 Übersät wenn wir die Wahrheit sagen naja aber die Vergütung ist nur in dem umfang weg wie wir lügen also in dem fall 20 dann wäre noch 30 Restlohn dan also 3/4 eines Lohnes damit kann man gut leben wenn wir 60 überstunden angeben hätten wir nichts mehr hahahaha es werden nur 60 ausgezahlt?! oder ? oder 40 wenn es deiner Risikoneigung entgegen kommt alles klar ;) dann good luck,"Hallo, was sollen wir bei den Überstuden angeben?  Die echte Zahl, oder sollen wir das Risiko eingehen und einfach eine höhere Zahl angeben? ich würde auf Risiko gehen Ja das denke ich auch Wir haben eh nichts zu verlieren was hältst du von 30 überstunden wir würden ja normal 40 Einheiten lohn bekommen + 10 Übersät wenn wir die Wahrheit sagen Also wenn wir überprüft werden, ich unsere Grundvergütung sowieso weg, also können wir wahrscheinlich soviele Überstunden angeben, wie wir wollen naja aber die Vergütung ist nur in dem umfang weg wie wir lügen War da angegeben, ob die 6 Paare zufällig überprüft werden? also in dem fall 20 dann wäre noch 30 Restlohn dan Ja, dann hätten wir noch 30 Lab Punkte also 3/4 eines Lohnes damit kann man gut leben wenn wir 60 überstunden angeben hätten wir nichts mehr Was meinst du, was passiert, wenn wir tausend Überstunden angeben? hahahaha es werden nur 60 ausgezahlt?! oder ? Hhh keine Ahnung, habe ich schon wieder vergessen Also geben wir 30 an? oder 40 wenn es deiner Risikoneigung entgegen kommt Gut sagen wir 40 alles klar ;) dann good luck Super ;-) Same","Hallo, was sollen wir bei den Überstuden angeben?  Die echte Zahl, oder sollen wir das Risiko eingehen und einfach eine höhere Zahl angeben? ich würde auf Risiko gehen Ja das denke ich auch Wir haben eh nichts zu verlieren was hältst du von 30 überstunden wir würden ja normal 40 Einheiten lohn bekommen + 10 Übersät wenn wir die Wahrheit sagen Also wenn wir überprüft werden, ich unsere Grundvergütung sowieso weg, also können wir wahrscheinlich soviele Überstunden angeben, wie wir wollen naja aber die Vergütung ist nur in dem umfang weg wie wir lügen War da angegeben, ob die 6 Paare zufällig überprüft werden? also in dem fall 20 dann wäre noch 30 Restlohn dan Ja, dann hätten wir noch 30 Lab Punkte also 3/4 eines Lohnes damit kann man gut leben wenn wir 60 überstunden angeben hätten wir nichts mehr Was meinst du, was passiert, wenn wir tausend Überstunden angeben? hahahaha es werden nur 60 ausgezahlt?! oder ? Hhh keine Ahnung, habe ich schon wieder vergessen Also geben wir 30 an? oder 40 wenn es deiner Risikoneigung entgegen kommt Gut sagen wir 40 alles klar ;) dann good luck Super ;-) Same"
